Rank,Name,Worldwide Box Office,Movies,Average
2892,Mohamed Hamidi,"$14,793,003",5,"$2,958,601"
2893,Isao Yukisada,"$14,790,802",5,"$2,958,160"
2894,Isshin Inudô,"$14,782,761",5,"$2,956,552"
2895,Liam Lynch,"$14,758,819",2,"$7,379,410"
2896,Cristian Mungiu,"$14,753,809",4,"$3,688,452"
2897,Andre Techine,"$14,739,463",13,"$1,133,805"
2898,Raj Mehta,"$14,738,309",3,"$4,912,770"
2899,Jianbin Chen,"$14,736,732",2,"$7,368,366"
2900,Michael Anderson,"$14,717,854",1,"$14,717,854"
2901,Jean-Christophe Lie,"$14,709,816",1,"$14,709,816"
2902,Matthew Akers,"$14,663,001",1,"$14,663,001"
2903,Prince,"$14,654,107",3,"$4,884,702"
2904,Jong-pil Lee,"$14,647,829",3,"$4,882,610"
2905,James Goldstone,"$14,644,335",2,"$7,322,168"
2906,Jong-Yeol Baek,"$14,625,759",3,"$4,875,253"
2907,Eloïse Lang,"$14,624,635",2,"$7,312,318"
2908,Vishal Bhardwaj,"$14,617,226",6,"$2,436,204"
2909,Douglas Day Stewart,"$14,577,713",2,"$7,288,857"
2910,Olivier Assayas,"$14,572,244",12,"$1,214,354"
2911,Julio Soto Gurpide,"$14,568,890",3,"$4,856,297"
2912,Gastón Duprat,"$14,565,994",3,"$4,855,331"
2913,George Sluizer,"$14,562,886",2,"$7,281,443"
2914,Wolfgang Lauenstein,"$14,561,025",2,"$7,280,513"
2915,Christoph Lauenstein,"$14,561,025",2,"$7,280,513"
2916,Setsuro Wakamatsu,"$14,559,135",2,"$7,279,568"
2917,Banjong Pisanthanakun,"$14,557,368",3,"$4,852,456"
2918,Guy Ferland,"$14,554,299",2,"$7,277,150"
2919,Joaquin Mazon,"$14,547,493",5,"$2,909,499"
2920,Juliano Ribeiro Salgado,"$14,543,275",1,"$14,543,275"
2921,Alexandre Heboyan,"$14,534,046",1,"$14,534,046"
2922,Benoit Philippon,"$14,534,046",2,"$7,267,023"
2923,Caroline Thompson,"$14,495,934",2,"$7,247,967"
2924,Anthony Perkins,"$14,481,606",1,"$14,481,606"
2925,Aanand Rai,"$14,474,271",5,"$2,894,854"
2926,Fred Dekker,"$14,466,200",2,"$7,233,100"
2927,Oxide Pang,"$14,455,808",3,"$4,818,603"
2928,Gyu-tae Park,"$14,453,138",1,"$14,453,138"
2929,Juan Pablo Buscarini,"$14,414,391",5,"$2,882,878"
2930,Elaine May,"$14,375,181",2,"$7,187,591"
2931,Peter Glenville,"$14,364,370",3,"$4,788,123"
2932,Raoul Peck,"$14,361,147",4,"$3,590,287"
2933,Jennifer Westfeldt,"$14,357,752",1,"$14,357,752"
2934,Bo Burnham,"$14,348,020",3,"$4,782,673"
2935,Todd Solondz,"$14,346,301",8,"$1,793,288"
2936,Im Sang-soo,"$14,345,219",4,"$3,586,305"
2937,Koji Shintoku,"$14,303,699",3,"$4,767,900"
2938,Tom Green,"$14,301,755",3,"$4,767,252"
2939,Stuart Heisler,"$14,300,000",4,"$3,575,000"
2940,Ate de Jong,"$14,298,288",4,"$3,574,572"
2941,Patricia Birch,"$14,297,083",1,"$14,297,083"
2942,Wych Kaosayananda,"$14,294,842",5,"$2,858,968"
2943,Sally Potter,"$14,293,366",6,"$2,382,228"
2944,Seong Sik Kim (김성식),"$14,280,419",2,"$7,140,210"
2945,Fran Rubel Kuzui,"$14,269,504",2,"$7,134,752"
2946,Dan O’Bannon,"$14,238,736",2,"$7,119,368"
2947,Ali Zafar,"$14,233,249",1,"$14,233,249"
2948,Fred Walton,"$14,209,815",3,"$4,736,605"
2949,Mehdi Idir,"$14,178,920",2,"$7,089,460"
2950,Grand Corps Malade,"$14,178,920",1,"$14,178,920"
2951,Jonathan Kasdan,"$14,163,238",2,"$7,081,619"
2952,Arnaud Bouron,"$14,163,162",1,"$14,163,162"
2953,Antoon Krings,"$14,163,162",1,"$14,163,162"
2954,Gary Weis,"$14,155,617",1,"$14,155,617"
2955,Jin-ho Heo,"$14,151,744",3,"$4,717,248"
2956,John Cherry,"$14,143,280",1,"$14,143,280"
2957,Sean Baker,"$14,126,525",6,"$2,354,421"
2958,Zhong Yu,"$14,120,000",2,"$7,060,000"
2959,Charles Sturridge,"$14,059,077",1,"$14,059,077"
2960,Noel Black,"$14,049,706",3,"$4,683,235"
2961,Brett Haley,"$14,046,644",6,"$2,341,107"
2962,Marshall Brickman,"$14,043,618",2,"$7,021,809"
2963,Zheng Laizhi,"$14,038,867",4,"$3,509,717"
2964,Yasuo Tsuruhashi,"$14,028,357",2,"$7,014,179"
2965,Lionel Smith Martin,"$14,010,363",1,"$14,010,363"
2966,Marco Bellocchio,"$14,003,893",7,"$2,000,556"
2967,Douglas Sirk,"$14,001,150",13,"$1,077,012"
2968,Jeffrey Bloom,"$14,000,000",1,"$14,000,000"
2969,Michael Gornick,"$14,000,000",1,"$14,000,000"
2970,Dan Shao,"$13,994,187",1,"$13,994,187"
2971,Shu Huan,"$13,994,187",1,"$13,994,187"
2972,Yang Jin,"$13,968,130",2,"$6,984,065"
2973,Jie Liu,"$13,935,305",3,"$4,645,102"
2974,Tomoyuki Takimoto,"$13,912,906",2,"$6,956,453"
2975,Regis Roinsard,"$13,895,789",3,"$4,631,930"
2976,Sang-Hyo Yook,"$13,885,780",3,"$4,628,593"
2977,Mani Ratnam,"$13,864,260",6,"$2,310,710"
2978,Ben Lewin,"$13,851,847",7,"$1,978,835"
2979,Trevor Nunn,"$13,838,206",4,"$3,459,552"
2980,Boaz Davidson,"$13,829,781",2,"$6,914,891"
2981,John Mackenzie,"$13,819,525",2,"$6,909,763"
2982,Harry Hook,"$13,812,230",1,"$13,812,230"
2983,Ricardo de Montreuil,"$13,810,449",3,"$4,603,483"
2984,John M. Stahl,"$13,800,000",1,"$13,800,000"
2985,Santiago Limón,"$13,780,889",4,"$3,445,222"
2986,Craig Zobel,"$13,780,658",3,"$4,593,553"
2987,Jesse Vaughan,"$13,771,817",1,"$13,771,817"
2988,Michael Gottlieb,"$13,747,279",1,"$13,747,279"
2989,Andy Morahan,"$13,738,574",1,"$13,738,574"
2990,Vikas Bahl,"$13,727,049",7,"$1,961,007"
2991,Xavier Giannoli,"$13,723,092",3,"$4,574,364"
2992,Michel Leclerc,"$13,718,666",4,"$3,429,667"
2993,Joann Sfar,"$13,711,694",4,"$3,427,924"
2994,Kankurô Kudô,"$13,699,654",1,"$13,699,654"
2995,Audrey Dana,"$13,690,904",3,"$4,563,635"
2996,Werner Boote,"$13,689,039",2,"$6,844,520"
2997,Tuck Tucker,"$13,684,949",1,"$13,684,949"
2998,Tatsuyuki Nagai,"$13,640,711",3,"$4,546,904"
2999,Martin Provost,"$13,637,206",4,"$3,409,302"
3000,Tom Sito,"$13,596,911",1,"$13,596,911"
